asin,rating,date,verified,helpfulVotes,brand,product,averageRating,totalReviews,mergedReviewText,verification_status,sentimentLabel
B07WSJYDXX,3,16-May-19,TRUE,0,Motorola,Motorola G6 – 32 GB – Unlocked (AT&T/Sprint/T-Mobile/Verizon) – Deep Indigo - (U.S. Warranty) - PAAE0011US,3.9,836,"Meh. I wanted a cheap phone this time around and bought this one based off of many positive reviews from consumers and professional reviewers. The camera is not good. It was worse than the 3 year old mid level phone I was replacing. I can't find any settings to increase the file size for quality so I think it's as good as it gets. The pictures just always look a little low res and blurry. It is also slow. I don't have a ton of apps installed but maybe one of them is giving me trouble. I do get great battery life and it charges fast over usb-c. Size, form factor, and screen are all good enough for the price. Call sound quality is good. I wish I had spent a bit more money and got something with a better camera.",Verified,Negative
B07MF3Y8Y5,5,7-Mar-19,TRUE,2,Motorola,Motorola G6 (XT1925) 32GB GSM Unlocked Android Smartphone (AT&T/T-Mobile/Mint) - Black (Renewed),4.1,73,"Good phone, but battery doesnt hold up Only had the phone 1 month and it wont hold a charge very well.",Verified,Neutral
B071DQ128D,4,29-Oct-19,TRUE,0,Samsung,Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MAPLE GOLD),4.1,112,La camara Bueno,Verified,Positive
B01N4E0RF1,1,6-Jun-19,TRUE,1,Samsung,Samsung Galaxy S7 - Black - 32GB - Verizon (Renewed),3.8,600,"Buyer beware not want you are expecting! Phone says it is locked to Verizon only, but when I took it to Verizon, they said it was not able to be activated. I knew I shouldn’t have bought a refurbished phone. BUYER BEWARE! You won’t get was you want. Total waste of time! If I could have left zero stars I would have.",Verified,Negative
B07H8Q3C9T,5,18-Feb-19,TRUE,0,Samsung,"Samsung Galaxy J2 Core 2018 International Version, No Warranty Factory Unlocked 4G LTE (USA Latin Caribbean) Android Oreo SM-J260M Dual Sim 8MP 8GB (Black)",4.1,300,"J2 core Equipo muy atractivo, llegó justo en la fecha indicada. Todo bien! 100% satisfecha .",Verified,Positive
B01D1J9BGU,5,28-May-16,FALSE,0,Samsung,Samsung Galaxy S7 Edge G935FD 32GB Unlocked GSM 4G LTE,3.8,783,Five Stars excellent i totally love it and the delivery is superb,Not Verified,Positive
B07HFHX6HX,5,12-Nov-19,TRUE,0,Samsung,Samsung Galaxy Note 8 N950U 64GB Unlocked GSM 4G LTE Android Smartphone w/Dual 12 MegaPixel Camera (Renewed) (Midnight Black),4.2,551,Good stuff Works great,Verified,Positive
B077YTCMH9,5,18-Mar-18,TRUE,0,Samsung,"Samsung Galaxy S7 EDGE G935V 32GB, Verizon/GSM Unlocked, (Renewed) (Black)",3.8,606,Five Stars Perfecto,Verified,Positive
B00WF988BW,5,20-Dec-18,TRUE,0,Samsung,Samsung Convoy 3 SCH-U680 Rugged 3G Cell Phone Verizon Wireless,3.7,264,It’s a phone! It’s a good standard flip phone.,Verified,Positive
B07WW25BSV,5,7-Nov-19,TRUE,4,Xiaomi,"Xiaomi Mi A3 128GB, 4GB RAM 6.1' 48MP AI Triple Camera LTE Factory Unlocked Smartphone (International Version) (Kind of Grey)",4.6,92,"The best Price/ Qulity Phone Excellent, the Amoled Screen, for me, is better than Redmo NOte 5 despite is 720p i can't notice this issue.",Verified,Positive
B01N9XOXCK,5,22-Jun-18,TRUE,3,Samsung,Samsung Galaxy S7 Edge G935V 32GB Gold - Verizon (Renewed),3.8,606,"No negatives! for me, it's all good I have had positive results from buying refurbished items, BUT I have found that you need to do your homework. Before I clicked ""Add to Cart"" I checked reviews and saw that DealFisher received positive reviews. I've had tablets for years but never really felt the need to own a smart phone. So I'm that ""odd bird"" who has the best tablet - and a Flip Phone! But it's summertime and I'm listening to a lot of Audible books while I'm outside. A tablet is just hard to keep up with. I knew I wanted a Galaxy S7, but didn't want to pay a high price. I was lucky enough to find the S7 Edge - at the right price - from a source who gets good reviews. I was not disappointed! It looks ""brand new"" - I'm very satisfied with the performance of the S7 and love that it's portable, so I can stick it in my pocket when I'm outside. I'm still running it from home wi-fi (not really excited about getting a bunch of 'love you' texts) - BUT I will choose a wireless network soon. Even though it boots up to Verizon I've read where I can choose the network I want. If you've read this far I'll give you another huge plus of phone versus tablet. I have Spectrum internet and take advantage of watching TV on a device. It is so nice to sit on the deck and catch up on today's news. Oh - and if you want one more reason to buy the S7 - it takes gorgeous photos. I do paper crafts. When I'm done with a project I take a photo so I can reproduce it later. I am so pleased with the results, I won't grab for my Nikon next time. OK, I'm done!",Verified,Positive
B06XGZHSBS,4,6-Aug-18,TRUE,0,Sony,Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,3.7,117,"I actually purchased 2 as a gift This is a great phone for this amazing affordable price.. Good camera, good screen and great for normal use. This is a real Review from a real customer, many fakes all over the place",Verified,Positive
B0787V183F,1,31-Jul-19,TRUE,0,Google,"Google Pixel 2 64 GB, Black Factory Unlocked (Renewed)",3.7,363,"Phone's camera does not work, battery drains rapidly, apps shut down or won't work at all Returning as the phone is defective",Verified,Negative
B002WTC1NG,5,26-Jul-13,TRUE,0,Motorola,Motorola Barrage V860 Phone (Verizon Wireless),3.6,352,"Exactly What We Needed! This product arrived in excellent condition, both cosmetic and operational! It was EXACTLY as described! I would suggest to anyone doing the same, though to order the extended life battery and door, as the battery that shipped with this phone was inadequate.",Verified,Positive
B07FZH9BGV,5,28-Nov-18,TRUE,0,Samsung,"Samsung Galaxy Note 9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty), Ocean Blue",4.1,873,Very satisfied Very satisfied,Verified,Positive
B006VH79R8,3,13-Mar-12,TRUE,7,Samsung,Samsung Replenish Prepaid Android Phone (Boost Mobile),3.7,84,"good i love my sansung replenish prepaid android phone,everything is there,and very easy to use,the problem is the battery,takes one day only,battery is good for one day only,i have always charge it,",Verified,Positive
B06XR8G1TX,5,8-Apr-18,TRUE,23,Apple,"Apple iPhone 6S, 64GB, Space Gray - Fully Unlocked (Renewed)",3.5,394,"Very pleased with this purchase... I’ve had this phone for a couple of months now. This phone arrived on time (through Amazon Prime), in excellent condition and has been working great since.",Verified,Positive
B079C1K282,1,15-May-18,TRUE,13,Google,"Google Pixel 2 XL 64 GB, Black (Renewed)",4.1,254,"One Star I got a Verizon version, not unlocked.",Verified,Negative
B06X9HVVC5,5,3-Feb-18,TRUE,0,Sony,Sony Xperia XA1 G3123 32GB Unlocked GSM LTE Octa-Core Phone w/ 23MP Camera - White,3,232,Five Stars This phone is a great upgrade. I love the picture quality.,Verified,Positive
B07WSJYDXX,5,28-May-19,TRUE,0,Motorola,Motorola G6 – 32 GB – Unlocked (AT&T/Sprint/T-Mobile/Verizon) – Deep Indigo - (U.S. Warranty) - PAAE0011US,3.9,836,"Great value for the price I don't live with my phone, but I use it frequently. It does everything I need it to do very well. I could not imagine why someone who just does everyday things with a phone would pay $600 - $700 more, except perhaps to get a bigger screen.",Verified,Positive
B06Y16RL4W,5,3-Aug-18,TRUE,0,Samsung,"Samsung Galaxy S8+ 64GB Factory Unlocked Smartphone - 6.2"" Screen - US Version (Midnight Black) - US Warranty [SM-G955UZKAXAA]",3.7,793,Good. Thanks Good. Thanks,Verified,Positive
B002UHS0UI,1,14-Jul-14,TRUE,2,Motorola,Verizon Wireless Motorola RAZR V3m - Silver,2.7,208,Its a pre paid phone so was unable to activate ... Its a pre paid phone so was unable to activate it through our provider. Wish I would have known :(,Verified,Negative
B06XS2GWFC,3,17-Jan-18,TRUE,0,Samsung,Samsung Galaxy J7 - Verizon Carrier Locked No Contract Prepaid Smartphone,3.6,381,Has issues with calls coming in delayed and some do ... Has issues with calls coming in delayed and some do not even register as coming in. Random lock ups for 10 minutes. It's slow after being rebooted.,Verified,Negative
B07D6TQP6F,1,4-Aug-19,TRUE,0,Apple,"Apple iPhone X, 256GB, Silver - For AT&T (Renewed)",3.9,436,"Damaged audio + Scratches Item was used, had scratch in front and several at the back. Mouth piece didn't work",Verified,Negative
B00F2SKPIM,4,30-Sep-16,TRUE,0,Samsung,"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",3.9,983,Four Stars It's not very good at charging and has some issues but other than that it's a good phone,Verified,Neutral
B07NPRQYP1,5,30-Oct-19,TRUE,0,Motorola,Moto G7 Power - Unlocked - 64 GB - Marine Blue (No Warranty) - International Model (GSM Only),4,455,"Check carrier for LTE bands! This phone rocks! It does tend to freeze once in a while when running multiple apps, but thats any phone running 4G of ram or less. It's pretty durable, too. If it had 2 more gigs of RAM and was waterproof, I'd like it better than the Galaxy s9 plus I had before this phone.",Verified,Positive
B0172EEAQQ,5,11-Dec-17,TRUE,0,Nokia,"Nokia 105 RM-1135 Dual-Band (850/1900 MHz) Factory Unlocked Mobile Phone, Black, 2G Network Only.",2.9,127,Five Stars It works really well in Venezuela. Not sure why so cheap.,Verified,Positive
B06XW9RMYW,1,23-Jul-19,TRUE,0,Samsung,"Samsung Galaxy S7 Active G891A 32GB Unlocked GSM Shatter,Dust and Water Resistant Smartphone w/ 12MP Camera (AT&T) - Sandy Gold",3.5,160,NOT UNLOCKED Phone was not unlocked as advertised. Amazon offered no resolution.,Verified,Negative
B071VGLCRX,1,11-Jan-18,TRUE,8,Samsung,Samsung Galaxy S6 (SM-G920V) - 32GB Verizon + GSM Smartphone - Black Sapphire (Renewed),3.7,173,Poor customer service and product stops working Had phone for three months when it started asking for a SIM unlock code. Contacted current carrier and they said that the person that had the phone before probably stopped paying on it and that is why it is now locked. Called Kanga Supply and they refused to do anything since it was now out of the return window. Company is selling products as refurbished that stop working and do not provide customer service or back up their products for more than 60 days.,Verified,Negative
B01N4E0RF1,2,15-Dec-19,TRUE,0,Samsung,Samsung Galaxy S7 - Black - 32GB - Verizon (Renewed),3.8,600,"Not sure is buying refurbished is the way to go.... When on speaker phone, the person on the other end heard an echo and when using skype, the call would connect and immediately disconnect.",Verified,Negative
B01N9XOXCK,3,24-Jun-17,TRUE,1,Samsung,Samsung Galaxy S7 Edge G935V 32GB Gold - Verizon (Renewed),3.8,606,Phone worked great until my charging port broke Phone worked great until my charging port broke. Said it was wet (it wasn't) and then just stopped taking a charge.,Verified,Neutral
B07J4Z9647,4,18-Dec-18,TRUE,2,HUAWEI,"Huawei Mate 20 Lite SNE-LX3 64GB (Factory Unlocked) 6.3"" FHD (International Version) (Black)",4.4,422,"Check the model for NFC support Good phone overall. Quick response for daily use apps like Snapshot Facebook, YouTube ext. ... Decent camera. My only complain/dislike will be that depending on the Mate model it will not have NFC. Make sure you check the model, in my case the SNE-LX3 doesn't have NFC. Other than that so far im happy with my purchase. Oh and I do get AT&T LTE.",Verified,Neutral
B07QTLB1D9,4,3-Jun-19,TRUE,12,Nokia,"Nokia 4.2 - Android One (Pie) - 32 GB - 13+2 MP Dual Camera - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.71"" HD+ Screen - Black - U.S. Warranty",3.3,24,"My review for the NOKIA 4.2 I needed a budget Android Smart Phone that was well built had good battery life and a useable version of Android. And the NOKIA 4.2 has all these things. Before I go any further with this review I need to clarify a few things. I did not need or want a phone to play music all day, stream movies or play games. I needed one that was a good phone send a few texts get onto the internet when I needed to and maybe take a picture now or then. This phone can also do those other things. But will it be as good as a 1,000.00 high end smart phone probably not. But if you are looking for an entry level unlocked smart phone for 189.00 it is probably one of the best. The way I use my phone it is very reliable and has fantastic battery life. And even better the only software on it when you get it is Android version 9. This is the first android phone that I have ever owned that I can truly say is easy to use. There is no bloatware and no one has screwed up the interface. The only thing you are going to find on this phone is what you put there. The one thing I do not like is I would like to be able to make it go loader when on speaker phone. I have not done any streaming or music with it. So you will have to find a different review for that. But if you are looking for a good phone to get you through your day this is it.",Verified,Positive
B009LRMQTG,5,2-Oct-14,TRUE,0,Motorola,Telcel America Motorola Pre-Paid Cell Phone - Motogo! EX431G - Black,3.9,196,Ring ring... I think this is a good starter phone for kids. It even has a camera which i did not think it had. It came with triple minutes. I have yet to prove that.,Verified,Positive
B07HK4JNV1,5,19-Apr-19,TRUE,1,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",4.3,441,Amazing phone! I've had this phone for about a month now. I had a Galaxy S7 and this phone is a huge upgrade. The cameras are great. The screen is beautiful and huge and it's been fast enough for anything I can throw at it. I play pubg at the highest settings at 40fps and other games all at the highest at 50-60fps. I'm shocked with how amazing this phone is for this price. MIUI is pretty good and the themes are clean.,Verified,Positive
B06XRG6S73,5,7-May-19,TRUE,0,Apple,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)",3.7,379,Best purchase Bought this for my business. It works great. Cost effective. Best decision will buy more!,Verified,Positive
B00V7FY44A,5,10-Nov-15,TRUE,0,Samsung,"Samsung Galaxy S6 Edge, White Pearl 32GB (Verizon Wireless)",3.5,505,Five Stars LOVE LOVE LOVE this phone! Great price! Was easy enough to set up with a SIM card!,Verified,Positive
B004H23JXW,4,7-Jan-15,TRUE,0,Samsung,"Samsung Focus I917 Unlocked Phone with Windows 7 OS, 5 MP Camera, and Wi-Fi--No Warranty (Black)",3.4,349,"Another good samsung product I had this phone for about three years and enjoyed it very much. The flash is VERY bright. It takes good quality pictures when the flash is being used or when you are in a very brightly lit area. But again, the flash is VERY bright. I enjoyed the window's phone setup. I didn't much care for the marketplace. However, the phone itself is a very solid phone. I dropped it in my dog's water bowl..I let it dry out for a while and it worked! However, it was a bit glitchy after that but what do expect when it has been submerged in a bowl of water? I still use it to this day( even though I have a new phone) because its almost like having a very small computer. It was money well spent. If I hadn't dropped it in the water, and it was compatible with Verizon, I would still be using it.",Verified,Positive
B0787V183F,5,6-Apr-18,TRUE,0,Google,"Google Pixel 2 64 GB, Black Factory Unlocked (Renewed)",3.7,363,Works great I've had this phone for a few weeks now and haven't really encountered any bugs or problems. Seems to work and look like a brand new phone! Love the camera on the pixel 2 and that was the main feature I desired in this phone.,Verified,Positive
B01M1HY1E3,5,10-Oct-16,TRUE,94,Sony,Sony Xperia XZ F8331 32GB Unlocked GSM 4G LTE Phone w/ 23MP Camera - Mineral Black,3.6,249,"Great Design with Performance Color - Mineral Black I am transitioning from Oneplus 3 to Xperia XZ. I am satisfied with the performance my current phone but I am making this shift to XZ only for the design aspect and camera. I have been waiting so long for Sony to release an all rounder phone that can compete with other flagships in the market and this time they nailed it. Pros: Performance: Crisp and fast without any lag. Design: IMO, this is the best looking handset among the current flagships(including iphone 7 and pixel). It's been 3 days since I started using it, and it had already drawn attention from my friends. In one word it will put all the flagships to shame. Thumbs up for the mineral black color. Camera: Manual mode is a killer. Auto focus and video quality is also good. Indoor and low light shots are great if you can tweak little bit in the manual mode. Fingerprint sensor: If you can spend some time and flash the software with UK version, then you will probably unearth one of the amazing and effective finger print sensors in the market. It seems to respond faster than iphone6s, iphone 7 and oneplus 3. Display: Nothing to complain. Speakers: Dual speaker are really cool. SD Card: Not yet installed a micro sd card. So could not comment on that yet. Water proof: Have not tested and no intentions to do it. Cons: Battery: Its just satisfactory. I use my phone quite a bit during day(at least 2 hour talk time, 3 hours of listening music, 1 hour of bluetooth streaming in the car, 2 hours of browsing, social networking and video streaming combined). An extra 10% could have been better in my case. Wish list: Charging Time: Oneplus3 and Pixel has fast charge option that can charge 60% of the phone in 30 mins. I miss that feature in Xperia XZ. It usually takes 60 minutes for 60% charge. Overall: Sony has finally hit the cord by packing all the best and cool features into one single handset XZ. Be it camera, display, performance, fingerprint sensor or dual speakers it perfected each of those features. Price wise it is on the higher end of the spectrum competing with Samsung and Apple. Sony is a premium brand which uses finest materials. It is perceived as an upscale brand even before apple started working on it's ipods. At the same time I would not waste money if they deliver incompetent products(which is the case of some of their earlier xperias).But if a Sony product can compete with Samsung and Apple then I would not mind paying the premium. If you don't want to be one in millions using Iphones and Samsungs and yet do not compromise on quality and performance then the answer is ""Own an Xperia XZ"".",Verified,Neutral
B07H41NB46,4,21-Jul-19,TRUE,0,Xiaomi,"Xiaomi Pocophone F1 128GB Graphite Black, Dual Sim, 6GB RAM, Dual Camera, 6.18"", GSM Unlocked Global Model, No Warranty",4.3,237,"Cheap competitive phone and hotspot. I'm giving it 5 stars but, I've had issues with the wifi 2-3 times (I did everything to make it work, modem, etc...). I'm currently using it with Cricket and getting LTE almost everywhere, there's also a really good feature about this phone no one seems to mention, you can use it as a hotspot when needed! Go to settings tap under Access Point under the Bluetooth , set to 5Ghz change the password and you're set, you can disable the features at anytime with the scroll down settings.",Verified,Positive
B01M0PADR4,1,25-Dec-17,FALSE,1,Google,"Google Pixel XL G2PW210032GBBK Factory Unlocked Smartphone, 32GB, 5.5-Inch Display - U.S. Version (Quite Black)",3.4,429,"Replacement of faulty Pixel while abroad 2 months after Google shipped me the Pixel it started malfunctioning: it can't place or receive calls (everything else works). More specifically the phone will ring but you cannot hear or be heard. Unfortunately I had moved to France (from NYC) in the meantime to study for a year in Paris. The phone is in perfect condition, it is also under warranty and I had also bought insurance from ProjectFi. After spending hours doing all the possible repair options (including factory reset), chatting with customer service and writing endless emails over a month, Google asked me for a shipping address. I thought Google would finally come through and ship me a replacement phone. Here is their last answer: "" A replacement cannot be provided for in a country where Google does not sell the same device. We gave it a try, but we will not be able to process a replacement while you are in France. The Pixel is not sold by Google in France, and so there is no way to send a replacement in that country. Only thing we can do is wait for your return to the U.S., or check if a family member or friend can go through the replacement process for you."" If you happen to move temporarily outside of the 7 countries where Google sells the Pixel, you will not be able to receive any support regardless of whether the device they sold you is faulty. The only offer the internet giant can offer: you take the risk of shipping damage, customs delay, and bear the cost of shipping both ways internationally to a friend, give them your gmail password (great security!) and have them process the replacement from your google account...or you could wait months without being able to place a call till you return to the USA. I'll let the reader decide whether this is appropriate customer service...especially when ProjectFi advertises the convenience of their phone abroad.",Not Verified,Negative
B01M0PADR4,3,28-Dec-16,FALSE,6,Google,"Google Pixel XL G2PW210032GBBK Factory Unlocked Smartphone, 32GB, 5.5-Inch Display - U.S. Version (Quite Black)",3.4,429,"Three Stars Honestly I don't know what makes this phone worth $700, it's just another smartphone",Not Verified,Neutral
B076XLLCQC,5,24-Aug-18,TRUE,0,Samsung,Samsung Galaxy Note 8 N950 Factory Unlocked Phone 64GB Midnight Black (Renewed),4,891,"Five Stars Outstanding, as advertised.",Verified,Positive
B01M01YX15,4,19-Aug-18,TRUE,0,Google,"Google Pixel Phone - 5 inch display (Factory Unlocked US Version) (32GB, Quite Black)",3.5,302,Good item Packaging is fine and the item is new as expected,Verified,Positive
B0731HBTZ7,5,31-Jul-19,TRUE,0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)",3.8,452,iphone the battery was not the best,Verified,Negative
B01FJT7N4W,5,27-Jul-16,TRUE,1,Sony,Sony Xperia X F5121 32GB GSM 23MP Camera Phone - Graphite Black,3.8,200,worthwhile if you are sony fans Sony make believe great design doesn't feel hot after normal use battery can support 1.5 day normal use hope sony can unlock the fingerprint feature since there is actually a sensor though disabled by sony.,Verified,Neutral
B074N8N1V4,5,15-Jan-19,TRUE,0,HUAWEI,"Huawei Y5 Lite 2017 CRO-L23 5.0"" 4G LTE Quad Core 8GB 8MP Smarthphone Factory Unlocked (Grey) (International Version- No Warranty)",4.1,12,Good excelente Good,Verified,Positive
B079142R7Y,5,28-May-18,TRUE,1,ASUS,ASUS ZenFone Max Plus ZB570TL-MT67-3G32G-BL - 5.7” 1920x1080-3GB RAM - 32GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Silver,3.5,155,"Has most of the features of the more expensive phones. It's a great phone to say the least. I'm very happy with it. It's fast, has lots of cool features, the screen is great and I love the 32g of memory, no more 'you have to remove apps' msgs! Worth the money.",Verified,Positive
B07VPXDV59,5,19-Nov-19,TRUE,2,Samsung,"Samsung Galaxy A70 (128GB, 6GB RAM) 6.7"" in-Screen Fingerprint, 25W Super-Fast Charger, US + Global 4G LTE GSM Unlocked International Model A705MN/DS (Black, 128GB + 128GB SD + Case Bundle)",4.5,78,"Great phone for the price, easy to set up and deffenitely recommend it. I recommend this phone for anyone looking for a affordable device that competes with the newer devices on the market. It worked perfectly with t-mobile and was easy to transfer my data from my iphone 6. The phone does include a tempered glass already installed on the phone and the back didnt have a cheap plastic feel to it. The fingerprint reader isnt the best but the face recognition and pattern unlock do just fine. I absolutely love my new a70 and 100% recommend it.",Verified,Positive
B07PY52GVP,2,18-Sep-19,TRUE,0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",4.4,630,Not work in usa Does not work in USA net work,Verified,Negative
B0775H5HJW,4,13-Jun-19,TRUE,1,Apple,"Apple iPhone X, GSM Unlocked, 256GB - Silver (Renewed)",3.8,139,Good product So far now issues.. just a couple minor scratches,Verified,Positive
B07QK32C8M,5,14-Aug-19,TRUE,0,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Space Black)",4.1,229,Perfect Perfecto,Verified,Positive
B01D1J9BGU,5,17-Oct-16,TRUE,1,Samsung,Samsung Galaxy S7 Edge G935FD 32GB Unlocked GSM 4G LTE,3.8,783,Five Stars Excelent phone very recomended seller,Verified,Positive
B00V7FY44A,1,22-Mar-17,TRUE,2,Samsung,"Samsung Galaxy S6 Edge, White Pearl 32GB (Verizon Wireless)",3.5,505,"DISAPPOINTED! We have been very disappointed in the phone. The lights on the bottom blinked off and on. I wasn't sure if this was typical for this type of phone or not. But it drove me nuts when just resting and not being used. The battery did not hold its charge for the day. In less than 3 months, the phone stopped working. Because of the time period, it is not returnable. We have purchased used phones through Amazon in the past. All have been successful. I would pay more for an I-phone knowing I can go to an Apple store and receive qualified trained help at anytime. Disappointed Customer.",Verified,Negative
B00F2SKPIM,5,16-Feb-14,TRUE,1,Samsung,"Samsung Galaxy Note 3, Black 32GB (Verizon Wireless)",3.9,983,Love it. I am enjoying the Note 3. I'm getting to find out more about how to use it all the time. I still haven't figured out how to delete my email such that they also delete in my primary yahoo account. I'm still learning. Would recommend this device to anyone.,Verified,Positive
B07WJJFKYW,5,11-Nov-19,TRUE,11,Motorola,"Motorola One Action - Unlocked Smartphone - Global Version - 128GB - Denim Blue (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro",3.8,21,"Nice phone. Nice phone, especially for the price. Arrived next day, has a great camera, has more space than my last Motorola, and runs smoothly.",Verified,Positive
B072N3GKSM,1,6-Nov-18,TRUE,1,Google,"Google Pixel GSM Unlocked (Renewed) (32GB, Gray)",2.9,319,Phone stopped working after 5 months Outside of the warranty to return. Mic and speaker stopped working.,Verified,Negative
B071ZDQ6MV,5,14-Sep-17,TRUE,5,Nokia,Nokia 6 - 32 GB - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - Update To Android 9.0 PIE - 5.FHD Screen - Blue - U.S. Warranty,3.7,558,"Mid range phone of the year When I heard about Nokia was going to release an Android phone, I knew I had to get it. The wait between the announcement in January and the release in August was the longest 7 months ever. Other phones tempted me with their earlier availability, but I am glad I waited. This phone is everything I expected and more. Top notch build quality. This phone is made from quality material and has a clean design that may be mistaken for a flagship. Pure Android is a joy on this phone. Additionally, HMD is very quick at releasing security updates, and they announced they will release the Oreo upgrade. The SoC is slower than others in this range, but if you don't play games on your phone it's fast enough. Wish it has a USB Type C port for future proofing.",Verified,Neutral
B075FL4H89,1,8-Jun-19,TRUE,0,Nokia,Nokia 3310 3G - Unlocked Single SIM Feature Phone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 2.4 Inch Screen - Charcoal,3.4,497,"cannot really be a Nokia- nearly useless. Knockoff? This is much worse phone than the first Nokia I bought 20yrs ago. No predictive text- seriously? Dropped calls, terrible call quality. Nice looking and conceptually a good idea, but this is not Nokia quality at all. I firmly believe this is a knock off product. Not a real Nokia.",Verified,Negative
B01LY3OB8D,5,5-Jul-19,TRUE,0,Google,Google Pixel XL Phone 32GB - 5.5 inch display ( Factory Unlocked US Version ) (Very Silver),3.9,455,Awesome phone! :) I LOVE this phone! Everything works perfectly!,Verified,Positive
B0787V183F,5,15-Mar-18,TRUE,12,Google,"Google Pixel 2 64 GB, Black Factory Unlocked (Renewed)",3.7,363,"Fantastic price for a great phone! Fantastic price for a Google Pixel 2! Phone came like new, no scratches and works just fine. Easy to set up, just had to get a SIM card for it from Verizon (only $15). I took it to the store so they could help me get it installed. 20 minutes or less to get it set up! The phone did only come with a basic charger which is just fine that's what the listing stating. If you buy a brand new Pixel 2 it doesn't come with headphones just FYI. It would have been nice if this had come with a headphone adapter and the transfer adapter (if you're switching over from iPhone) but it's only $10 at Best Buy or even less on Amazon for each. So for saving $200+, I'll spend $20. The phone itself is awesome and easy to use/navigate. Display looks amazing and so does the camera. Having Google Assistant is great - provides you with sport stats you're interested in, weather, and driving times in your ""feed"". Amazing phone at a fantastic price. Thanks!",Verified,Positive
B06XRJQX91,5,1-Jul-19,TRUE,0,Apple,"Apple iPhone 6S, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",3.6,427,Good Phone Good phone and good price.,Verified,Positive
B0767538YH,5,1-May-18,TRUE,2,Google,Google Pixel 2 XL 128GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,3.7,66,Great phone from Google - no matter what they say Great phone from Google with stock Android updated to 8.1.0 once downloaded. Great for taking photos. Love the automatic backup to G-drive. I do have OneDrive auto backup setup too. Snappy performance. Nice size phone. Works both in US and Australia on LTE.,Verified,Positive
B018OMP8ES,5,18-May-16,TRUE,0,Samsung,Samsung Galaxy Note 5 SM-N920V Gold 32GB (Verizon Wireless),3.6,799,Five Stars it is new and amazing,Verified,Positive
