asin,rating,date,verified,helpfulVotes,brand,product,averageRating,totalReviews,mergedReviewText,verification_status,sentimentLabel
B01N9YO1DS,1,25-Mar-19,TRUE,0,Apple,"Apple iPhone 7, 128GB, Gold - For AT&T / T-Mobile (Renewed)",3.5,227,My Iphone comes with a hard problem. I received the defective phone on the board that inviabiized the microphone and I can not use the phone for its main function that is to speak. I Wanted to know how to return it and get my money back. I Bought the device for delivery in the U.S.A. but brought to Brazil that's where I live. Now I'll have an extra charge to remit the device back.,Verified,Negative
B07DF9R73K,1,16-Dec-18,FALSE,2,Sony,"Sony Xperia XZ2 Premium Unlocked Smartphone - Dual SIM - 5.8"" 4K HDR Screen - 64GB - Chrome Black (US Warranty)",4.1,75,"Despues de 2 meses de haber comprado este articulo aun no me llega a mi direccion. este articulo aun no me llega a mi dirección después de haber hecho el pago hace 2 meses. No he tenido respuesta por parte de Amazon ni por parte de UPS, aun sigo esperando. Estoy muy decepcionado por esta compra y del servicio de seguimiento por parte de Amazon en la respuesta a esta entrega. Es una lastima que me encuentre tan frustrado y desilusionado es una compra de USD 999 DÓLARES, lo cual es una cantidad muy considerable en esta compra. Mi opinión es muy mala y espero que pronto pueda tener una respuesta. en verdad estoy muy decepcionado por la atención y mal servicio en darme la información correcta. e levando un reporte de Investigación ante UPS y desde hace 4 semanas aun no tengo respuesta del mismo.",Not Verified,Negative
B002WTC1NG,5,10-Oct-12,TRUE,0,Motorola,Motorola Barrage V860 Phone (Verizon Wireless),3.6,352,Just what I needed Lost cell phone and still have 6 mos to go on contract. This phone fits the bill for what I needed on this line. In good shape with new charger. Working fine.,Verified,Positive
B07HD3QC65,1,10-Feb-19,TRUE,10,Nokia,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",3.3,484,"Phone only lasted two months Nokia 7.1 was purchased at launch in November, but by mid-January, a Google security update corrupted the phone's OS and now the phone is stuck permanently in Download Mode. No combination of buttons has been successful in a recovery process, and the phone isn't recognizable when plugging it into my PC. It does charge, though. Contacting Nokia support multiple times has always led me to the same response: ""we'll need it delivered."" The real kicker is that there aren't any Nokia Care Centers in my country, so Nokia won't accept my phone for repairs! Fortunately, I contacted Amazon regarding this issue and it has been settled. ---Check whether or not Nokia can fulfill their warranty on this phone before buying. In my case, they couldn't. ---Be wary of a phone that gets possibly hazardous updates from Google. This feels like one of those times where Android One backfired. Anyway, during those two months when the phone was still functional, there are a few things that are worth mentioning. 1) The actual build quality is superb. No screws anywhere in sight, the copper accent (on the Steel color option) is gorgeous as it reflects light. Glass back. Feels very premium. Slap a protective case on it asap because it's slippery. 2) The battery isn't very good. With minimal use, the phone would be down to 32% before going to bed. 3) The screen is very clear and very crisp. Not too bright during day time, but colors definitely pop when you're indoors. HDR display is real. 4) The camera is painfully average. So, it's an acceptable budget phone with certain compromises. However, I can't recommend it if others are going to have longevity issues similar to mine. Have a good day!",Verified,Negative
B00D99ZBR6,3,24-Apr-14,TRUE,0,Samsung,Samsung Galaxy Prevail II (Boost Mobile) (Discontinued by Manufacturer),3.5,314,Short life span Worked fine out of the box and for the first month or so but started to hear echos and the phone itself would spaz out and not let you answer a call that was clearly showing up. It's not a horrible phone but for the price I'm very disappointed in Samsung for putting this out there. We switched it out with an SIII.,Verified,Negative
B07P8MQHSH,5,22-Dec-19,TRUE,0,Google,Google - Pixel 3 with 64GB Memory Cell Phone (Unlocked) - Just Black,4,157,Must buy product! Excellent product. Must buy. Thank you Google,Verified,Positive
B002UHS0UI,5,2-Mar-16,TRUE,0,Motorola,Verizon Wireless Motorola RAZR V3m - Silver,2.7,208,Five Stars Phone was the talk of the store!,Verified,Positive
B07D6TQP6F,3,25-Jul-19,TRUE,7,Apple,"Apple iPhone X, 256GB, Silver - For AT&T (Renewed)",3.9,436,"Camera shutter sound won't turn off, even when the phone is muted and all sound settings are off The phone arrived right on time and in great condition. The charger that was included worked great. However, I think this phone must be from Korea or Japan, where it's apparently illegal to take digital photos without an audible shutter click. There is absolutely no way to turn off the sound, even when the phone is muted and the volume is turned all the way down. It happens in every major application that uses the camera. As an art student, I take TONS of pictures, and the camera is the primary reason why I got the iPhone X. I took it to multiple IT stores where they told me to either return the phone or to jailbreak it to rewrite the lines of code that affect the feature (and jailbreaking voids any warranty or service that Apple offers). I'm returning it because it's too big of a hiccup to work around (can't take pictures in a wedding/library/quiet setting at all...!). Ideally, they should make sure that the country of origin is taken into consideration before selling someone a product if it's going to be such a major feature difference. TLDR: nice phone, in great condition, good price, came on time, but this particular phone is unusable for anyone who likes to take pictures",Verified,Negative
B07BFCZYRM,5,7-Jun-19,TRUE,0,Samsung,Samsung Galaxy S9 Plus Verizon + GSM Unlocked 64GB Midnight Black (Renewed),4.2,355,Go Samsung This phone is awesome battery life is excellent and screen is amazing .,Verified,Positive
B00OEK6TWU,1,11-Sep-15,TRUE,0,Samsung,Samsung Galaxy Note 3 N900A 32GB Unlocked GSM Octa-Core Smartphone w/ 13MP Camera - Black,3.6,431,One Star malo,Verified,Negative
B077578W38,2,16-Dec-19,TRUE,0,Apple,"Apple iPhone X, Unlocked 5.8"", 64GB - Space Gray (Renewed)",3.9,442,Phone has a few scratches The phone has scratches on the front and back,Verified,Negative
B00HPP3QD6,1,9-Nov-15,TRUE,1,Motorola,Moto G - Verizon Prepaid Phone (Verizon Prepaid Only),4,773,One Star The first one we tried didn't work worth a fk...now I'm worried about the other 3...,Verified,Negative
B06XZRH5ZC,5,12-Jun-19,TRUE,0,Samsung,Samsung Galaxy S8 64GB Unlocked Phone - International Version (Maple Gold),4,117,Good one Great,Verified,Negative
B00VQQ294C,2,21-Dec-18,TRUE,0,Apple,Apple iPod Touch 16GB (5th Generation) - Space Gray (Renewed),2.8,60,I need my money back Didnot like it,Verified,Negative
B01FIW1B9S,5,30-Dec-17,TRUE,5,Samsung,Samsung Galaxy S7 G930T 32GB T-Mobile - Black,3.8,194,"S7 is the best used phone deal on the planet I wanted to upgrade from a Samsung S3 to get a better phone and specifically a better camera. After researching online, I narrowed my choice to two phones (refurbs), the Samsung S7 or the Google Pixel. The Samsung S7 won out on price. The google pixel would have cost me considerably more for a used phone. It's difficult to beat a lightly used S7 for $230, free shipping and a 30 day warranty. I ordered this used S7 with a little trepidation. Would the phone be in good condition? Would there be any problems with the phone or difficulty transitioning? Would I like or love the S7? The remainder of this review addresses those questions. The phone was in very good condition. Minor if any use. My partner has an S7 a few years old, and this phone I ordered looked to be in better condition. There were no problems with the phone in terms of hardware. The phone was ready for setup. The transitioning was a little long winded and scary. The phone setup asks for my old google and Samsung account id's and passwords I may have used from my own phone. After fiddling around for while, I created a new Samsung account and figured out my old Google account. I also had to look up the email settings on my old phone to get the email set up correctly. After an hour or so, I was able to make calls, send messages and retrieve emails. This S7 obviously hadn't been used for a while, because it took several hours of updates to get the Android and Samsung software current. I decided to do these updates myself all at once, rather than schedule them at night. It took several hours to go through the downloads, installs and probably 7 or 8 restarts. I did this while I was updating my FB status on my PC :) The phone itself is great. It's fairly snappy and the screen quality (especially at the highest setting) really looks good. The ""always on"" is nice. The phone displays the date and time when not in use (I have a phone holder in my office so now it's my clock and calendar). Very nice camera on the phone. Takes pretty decent low light photos most the time, but some can be out of focus in very low light. Have to keep snapping until you get the one you want. In normal indoor or bright light the phone doesn't struggle at all. My only slight nitpick is the battery life isn't outstanding. If you want to get more than a day of battery life you have to choose a medium or lower screen resolution and energy saving options. This is definitely a phone you really need to leave in the charger at night. All in all, the S7 is the best deal on the planet for a used phone.",Verified,Neutral
B076QKMQ81,5,29-Jul-18,TRUE,1,Google,Google GA00139-US Pixel 2 64GB Just Black Verizon Wireless Smartphone,3.7,23,5 stars Amazing phone,Verified,Positive
B06XGZHSBS,1,6-Jan-18,TRUE,1,Sony,Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,3.7,117,DON'T EVER TAKE SOMETHING THAT IS A BAD IDEA! Horrible!,Verified,Negative
B01ATTBXY8,2,3-Feb-17,TRUE,2,Motorola,Motorola Droid Turbo - 32GB Android Smartphone - Verizon - Black (Renewed),3.8,209,My phone is working perfectly fine except for the fact that the mic will not ... My phone is working perfectly fine except for the fact that the mic will not work at all. I have tried everything to get it to work but it will not work. I am refunding and if there is a good and tested phone ready I will buy again.,Verified,Negative
B07QCCW5KB,5,10-Sep-19,TRUE,0,Xiaomi,"Xiaomi Redmi 7 32Gb+3GB RAM 6.26"" HD+ LTE Factory Unlocked GMS Smartphone (Global Version, No Warranty) (Eclipse Black)",4.4,146,"Great value for the price I bought the phone for my kids and they loved. Good cameras, very fast and deal well with games. Very large and robust screen and has a great visual aspect. Its impossible to buy something better for the money.",Verified,Positive
B07FZH9BGV,4,7-Jan-19,TRUE,1,Samsung,"Samsung Galaxy Note 9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty), Ocean Blue",4.1,873,Great price combo Bought this as a xmas gift. The stores weren't offering any deals off this phone. I received the phone and echo show 2nd generation. Happy with both!,Verified,Positive
B01FJT7E3M,3,6-Dec-16,TRUE,11,Sony,"Sony Xperia XA Ultra (F3213) 4G LTE Unlocked GSM Phone w/ 6” Borderless Display, 21.5MP+16MP Cameras, Octa-Core CPU - White",3.6,441,"A decent budget mid-range phone with a big, beautiful screen. Before I decided to buy this phone, numerous reviews and researches had been done. Then this phone became my final choice. This is a decent phone. There are quite a few concerns online over the battery, screen resolution, and the main camera's lack of optical image stabilizer. Well, I'd like to say that after having this phone for couple of days, the only thing I don't find entirely satisfying is the main camera. Although it comes with 21.5 mega pixels, the quality of the photos really isn't any better than the main camera on the LG G3, which has 13 mega pixels. The 1920x1080p screen is great, and sometime can be rather too bright, but such problem can be taken care of by dialing the brightness down several notches. Battery wise, when it's fully charged, two 120mins movies on Netflix, 20 plus photographs taken with flash, on and off web browsing, numerous text messages exchange on two messengers, all done in the time span of 7 hours, can be sustained by the battery with still 8% left. It also doesn't take more than two hours to fully charge the battery, despite some reviews online. I have noticed that it has taken about a minute to charge a little more than 1% of the power. From 3% to 100%, the battery on my phone took about 93 minutes. Another thing is that I have watched a review on You Tube about somebody claiming that this phone doesn't allow apps to be saved on the additional memory card. Well, I have no problem transfer most of my apps on to the SD card, so just for the reference. Anyway, for a mid-range phone at this price, it is not bad. Update on Decembter 29.2016: It's been a few weeks since I started using this phone, and I have noticed several problems. 1. The SD card reader often malfunctions for no apparent reason. I had to take the card out of the slot, and reinsert again in order to get the phone to read the card again. 2. Video recording always stops on its' own within seconds after being turned on (in 1080p mode). 3. Some Sony bloat wares can not be uninstalled, or even disabled. 4. Keyboards often retract during typing. I have been dedbating whether to return this phone. While the screen resolution, built quality, and design are top notch, the functionalities are just mediocre.",Verified,Neutral
B0731HBTZ7,5,14-Oct-19,TRUE,0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)",3.8,452,Perfect Love this,Verified,Positive
B01MZG55UE,1,13-Jun-17,TRUE,2,Samsung,"Samsung Galaxy S6, G920P White Pearl 32GB - Sprint (Renewed)",3.1,124,Could not activate I purchased this phone because it advertised that it was Sprint Compatible. I brought the phone to a Sprint store and they were unable to activate this phone. That is why it gets 1 star.,Verified,Negative
B06XY93RFQ,3,22-Dec-17,TRUE,11,Samsung,Samsung Galaxy Note 4 N910v 32GB Verizon Wireless CDMA Smartphone - Frosted White (Renewed),3,116,"Great phone at a low price, change the battery brand. The Galaxy Note 4 has features that are close to the Galaxy Note 8. The screen resolution, bluetooth version, removable battery are a good upgrade from my Galaxy S5. Like the noncurved flat screen since I place the phone into grip stand holders. No water resistance. Problem I have is with the Samsung brand batteries that ship with this phone even though the phone and Battery should have been recertified to work correctly. I've had to exchange this phone and each included a Samsung brand battery that caused the boot-looping. The Samsung battery would charge up to 100%, but when the charge is below 30%, bootlooping occurred and at different times even sooner. Therefore forcing me to pull the battery out from the phone to stop the reboots where I can recharge the battery. After weeks of troubleshooting and phoning Samsung tech support, the solution was to buy a ZeroLemon brand battery or any 3rd party battery and not the Samsung brand; as history has shown how faulty Samsung batteries can be. The batteries come with the built-in NFC antenna. So make sure you test the wireless NFC is working on the replacement battery for data transfers and also Yubi-Key tokens, if you use security tokens for Two-Factor Authentication. This phone would be better if it could use the latest Samsung software to do language translation like in the Galaxy 8 line. So I have to make do with Google Translate app. The phone over all works well and has a removable battery and infrared blaster. If you buy this phone, then make sure the first thing you do is to charge up the battery and press the three buttons to do a hardware reset in order to put the phone software back to factory default settings, because my phone had ""Welcome to AT&T"" email or text saved on phone when, in fact, I had a Verizon branded logo on the phone startup screen and Verizon removable back cover. I had ordered the Verizon CDMA variant to use with Net10 service on Verizon cell tower network coverage. Has Verizon bloatware apps. Then setup WiFi only, don't insert the micro SIM chip until after you can test battery and NFC and transfer data/apps from old phone to new phone using Samsung Smart Switch, latest version of Samsung Kies does not want to work with newer phone model like Note 4. The Kies backup program has its own quirks on how much data it will restore and transfer. Good luck with your phone. I knocked off two stars on the rating because of the difficulty I went through weeks to troubleshoot the phone and buy separate batteries. The basic phone itself is good and a lot cheaper than the latest thousand-dollar Galaxy 8 phones.",Verified,Neutral
B07W166JW7,5,19-Dec-19,TRUE,0,Samsung,"Samsung Galaxy A50 128GB, 4GB RAM 6.4"" Display, 25MP, Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked A505G/DS - International Model (Blue, 128 GB)",4.7,4,"Great phone for the price I truly love this phone! It works great with T-Mobile and the speed is excellent! I am very happy with my purchase. This is a great company to buy from. The phone comes with free ear pieces and 128 GB free SD card, making the phone a whopping 256 GB. Absolutely the best deal I had for Christmas.",Verified,Positive
B077YTCMH9,5,29-Jan-18,TRUE,0,Samsung,"Samsung Galaxy S7 EDGE G935V 32GB, Verizon/GSM Unlocked, (Renewed) (Black)",3.8,606,Great quality and fast shipping Looked brand. Great quality and fast shipping.,Verified,Positive
B071DQ128D,2,30-Aug-17,TRUE,2,Samsung,Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MAPLE GOLD),4.1,112,"Great phone, was not compatible with Verizon network Great phone, was not compatible with Verizon network. They said some unlocked international work, some don't, it depended on the SIM EISN # . Not having access to the specific number who can check? My last unlocked international Samsung the S6 Edge+ worked just fine, this one did not... Buyer beware",Verified,Negative
B013XAPUW6,5,14-May-16,TRUE,1,Samsung,"Samsung Galaxy Note 5, Black  64GB (Verizon Wireless)",3.6,799,"So much faster and smoother than note 4. Love it. So much faster than note 4, and I don't mind that it doesn't have a removable battery or an SD card. Just make sure you get the 64gb if you need more storage. If you have more than that you should get a storage account.",Verified,Positive
B01D1J9BGU,5,10-Jan-18,TRUE,0,Samsung,Samsung Galaxy S7 Edge G935FD 32GB Unlocked GSM 4G LTE,3.8,783,Five Stars very good quality,Verified,Positive
B07WSJYDXX,5,27-Nov-18,TRUE,2,Motorola,Motorola G6 – 32 GB – Unlocked (AT&T/Sprint/T-Mobile/Verizon) – Deep Indigo - (U.S. Warranty) - PAAE0011US,3.9,836,"Wat a deal! Looking for a replacement for my Samsung that quit taking a charge. Did not want to spend several hundred dollars on a replacement. This Motorola rated very well in reviews. Very happy so far, battery life is great and it has all the features I need in a phone. The price was great, under $200!",Verified,Positive
B011AC4U7A,1,28-Jan-17,TRUE,4,Samsung,Samsung Galaxy S6 G920T 32GB Unlocked GSM 4G LTE Octa-Core Android Smartphone w/ 16MP Camera - Black,3.3,142,DO NOT BUY!!!!!! NO STARS! Original owner never paid for phone. T-mobile could not activate phone due to a lack of payment by original owner. We are awaiting refund......,Verified,Negative
B0096QYH80,5,8-Feb-15,TRUE,0,Motorola,"Motorola Droid RAZR M XT907 Verizon Wireless, 8GB, White",3,488,Five Stars Very good,Verified,Positive
B00OEK6TWU,5,4-May-15,TRUE,0,Samsung,Samsung Galaxy Note 3 N900A 32GB Unlocked GSM Octa-Core Smartphone w/ 13MP Camera - Black,3.6,431,great buy Great phone. Still learning how to to use all the wonderful features.,Verified,Positive
B00WF988BW,5,11-Dec-19,TRUE,0,Samsung,Samsung Convoy 3 SCH-U680 Rugged 3G Cell Phone Verizon Wireless,3.7,264,Excellent Excellent,Verified,Positive
B07RWFC6NY,5,15-Dec-19,TRUE,0,Samsung,"Samsung Galaxy A70 128GB/6GB SM-A705M/DS 6.7"" HD+ Infinity-U 4G/LTE Factory Unlocked Smartphone (International Version , No Warranty) (Blue)",4.4,586,Dont need the galaxy S10 or any note Had some problems when I first started using this phone with the wifi connecting but it resolved itself after a couple of reboots. This phone is top class for a mid range phone.,Verified,Neutral
B07RWFC6NY,2,22-Sep-19,TRUE,1,Samsung,"Samsung Galaxy A70 128GB/6GB SM-A705M/DS 6.7"" HD+ Infinity-U 4G/LTE Factory Unlocked Smartphone (International Version , No Warranty) (Blue)",4.4,586,May have gotten a defective phone I’m just getting the time to review this phone bought it for a friend and now apparently it’s not turning on and I’m all the way back home in Jamaica . But it seemed to have been a nice phone . Wasted my money,Verified,Negative
B071ZDQ6MV,3,26-Sep-17,TRUE,2,Nokia,Nokia 6 - 32 GB - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - Update To Android 9.0 PIE - 5.FHD Screen - Blue - U.S. Warranty,3.7,558,"Would probably buy something else I ordered this phone on the first day that it was released. Prior to purchasing this Nokia device, all four of my smartphones were Windows devices. My Lumia 950 suffered a premature death, so my best option was to move to Android or Apple since the entire Windows Phone platform also died. I've used Android tablets before, so I knew a little bit about what to expect with an Android device. This device has been a bit more glitchy than my Windows phones. I'm not sure if its because Android is more open and customizable, or if it relates specifically to the Nokia 6. Overall, this phone is a great value. It looks great and is built solidly. This was my draw over spending double or more for a Samsung device. It can be a bit sluggish while running multiple apps, but it's not too noticeable. I gave this phone a three-star rating based on two major drawbacks: the call quality is poor and choppy in cars, and the widgets keep disappearing. The widget issue was finally solved by enough system updates and/or using a new launcher application. But in the end, a phone's basic function is to place and receive calls, and if I can't use hands-free bluetooth without suffering poor call quality, then this phone leaves much to be desired.",Verified,Negative
B07V5KS95Y,5,6-Nov-19,TRUE,0,Samsung,"Samsung Galaxy Note 10+ Plus Factory Unlocked Cell Phone with 512GB (U.S. Warranty), Aura Black/ Note10+",4.3,475,"Love this cellphone 1st time having a Samsung phone, love it",Verified,Positive
B07Q6ZNJNT,5,17-Oct-19,TRUE,0,Samsung,Samsung Galaxy A10 A105M 32GB Duos GSM Unlocked Phone w/ 13MP Camera - Blue,4.2,411,Good Good so far,Verified,Positive
B01NC2MEJP,5,21-Feb-19,TRUE,0,Samsung,Samsung Galaxy Note 5 32GB GSM Unlocked - Black (Renewed) (D132),3.2,301,I highly recommend upgrading through this company Re-Cell is an excellent company with top-notch customer service. Their products match the quality of the employees that run the operation.,Verified,Positive
B07VB9MMMW,5,3-Nov-19,TRUE,0,Xiaomi,"Xiaomi Mi A3 64GB, 4GB RAM 6.1' 48MP AI Triple Camera LTE Factory Unlocked Smartphone (International Version) (Kind of Grey)",4.5,252,Fluido Buena relación calidad precio,Verified,Positive
B0787V183F,5,17-Feb-18,FALSE,6,Google,"Google Pixel 2 64 GB, Black Factory Unlocked (Renewed)",3.7,363,"Perfect phone , looks like new! Everything included! Worked excellent, looks like it's a new phone. Still had the plastic on the screen and no signs of refurbishment at all. Came with all the OEM accessories as well except no ear buds. Happy customer!!",Not Verified,Positive
B01N9XOXCK,1,27-Feb-19,TRUE,0,Samsung,Samsung Galaxy S7 Edge G935V 32GB Gold - Verizon (Renewed),3.8,606,Que está raspado Este teléfono diske como nuevo tiene pelada la parte de abajo,Verified,Negative
B077YTCMH9,5,5-May-19,TRUE,0,Samsung,"Samsung Galaxy S7 EDGE G935V 32GB, Verizon/GSM Unlocked, (Renewed) (Black)",3.8,606,Works like new. No issues on Verizon Works like new. No issues with Verizon. Fingerprint reader hard to use and program,Verified,Neutral
B07WSJYDXX,5,1-Feb-19,TRUE,0,Motorola,Motorola G6 – 32 GB – Unlocked (AT&T/Sprint/T-Mobile/Verizon) – Deep Indigo - (U.S. Warranty) - PAAE0011US,3.9,836,Great first phone and a very good gift Great phone although I'd reccomend til the G7 comes out,Verified,Positive
B00MWI4KKE,5,29-Dec-15,TRUE,0,Motorola,"Motorola Moto X (2nd generation) XT1097 GSM Unlocked Cellphone, 16GB, Black Soft Touch",3.5,428,"This is my forth smart phone, started with a Motorola Spice Key (keyboard ... This is my forth smart phone, started with a Motorola Spice Key (keyboard <3), then went to some second hand LG, then Moto G 2014. This is the first one that I feel alleviates my need for a paper notebook. This and the Spice Key are the two I feel comfortable calling a tool. Note on usage: I use this and the previous phones listed more as a small tablet (Spice Key as a PDA) than a phone and I've always had another device I use as a phone.",Verified,Positive
B07VZL3L5V,5,26-Nov-19,TRUE,0,Samsung,"Samsung Galaxy A20 US Version Factory Unlocked Cell Phone with 32GB Memory, 6.4"" Screen, [SM-A205UZKAXAA], 12 Month Samsung US Warranty, GSM & CDMA Compatible, Black",4.4,915,It's great Everything,Verified,Positive
B0788F8DKC,5,1-Mar-19,TRUE,0,Samsung,Samsung DeX Wireless Qi Desktop Charging Dock Station EE-MG950 Galaxy S8 + Note8 (Renewed),4.2,63,"Love it Easy to use, really like using it",Verified,Positive
B00E6FGSHY,2,23-Feb-15,TRUE,0,Samsung,"Samsung Galaxy S4, White Frost 16GB (AT&T)",3.7,641,"I am disappointed with this purchase Bought on Amazon new, I have had issues with the camera and pictures. 95% of the pictures I have taken end up corrupt and I lose them. As I didn't buy this phone from my carrier they will not even look at my phone. I am disappointed with this purchase, guess my next phone will be a go phone.",Verified,Negative
B0096QYH80,1,16-Apr-15,TRUE,0,Motorola,"Motorola Droid RAZR M XT907 Verizon Wireless, 8GB, White",3,488,One Star broke after a week and returned to seller,Verified,Negative
B07KKL5KGG,5,19-Dec-19,TRUE,0,Apple,"Apple iPhone XS, 256GB, Gold - Fully Unlocked (Renewed)",3.9,198,Quality phone with no flaws Solid phone. Easy set up. No issues with it being unlocked. No marks. No flaws. Battery lasts all day with lots of active use.,Verified,Positive
B07QQYHSR5,5,9-Sep-19,TRUE,1,Samsung,Samsung Galaxy A50 A505G 64GB Duos GSM Unlocked Phone w/Triple 25MP Camera - Blue,4.2,706,New A50 awesome phone great buy I was torn between getting an S8 used or a Note 8 but went with the A50 instead and I'm extremely happy with its capabilities great choice and best phone for under 300 hands down,Verified,Positive
B07G8VPHG3,5,17-Aug-19,TRUE,1,Xiaomi,"Xiaomi Mi A2 Lite (64GB, 4GB RAM) 5.84"" 18:9 HD Display, Dual Camera, Android One Unlocked Smartphone - International Global LTE Version (Gold)",4.3,149,"Great Smartphone in this price category! I got the Mi A2 lite after my nexus 5x broke in a traffic accident. I wanted Stock android and a great battery life. I get an average of about 8.5 hrs of screen on time and even more if i take out one of the 2 sim cards. This phone also has great developer support on XDA, I Flashed a custom Kernel, Google GCam Port, and Magisk. and i have the phone exactly how i want it and i love how Xiaomi supports custom development and making available the mi flash tool and the source firmware to recover the phone if you mess up while tinkling with it. The only thing i dont like the micro USB port because i was spoiled by usb type-c in my nexus 5. However because the battery last so long i dont have to charge often and dont have to fiddle with the orientation as much. Great phone! recommend if you dont want a huge phone to handle it easier.",Verified,Positive
B00836Y6B2,1,24-Sep-13,FALSE,3,Nokia,Nokia Lumia 900 Black Factory Unlocked,3.2,929,"techs don't buy This phone is for old people who and people not tech savvy. I bought this phone and it sucks. Your limited with apps, You can't change the message ringtones to an customized tone. It is for people who are learning technology. I have a clue with technology and I feel stupid using this phone. On the plus side, this phone is really sturdy. The camera takes great pictures.",Not Verified,Negative
B00D99ZBR6,5,28-Mar-14,TRUE,0,Samsung,Samsung Galaxy Prevail II (Boost Mobile) (Discontinued by Manufacturer),3.5,314,"So Far So Good I received my phone about a month ago but didn't activate it until two weeks later because I kept forgetting to go and switch my number to my new phone however now that I did don't see why I didn't do it sooner love the phone and everything about it ,it's fast , easy to use, and has alot of little extras that my old phone didn't have so thats why I say so far so good.",Verified,Positive
B00CS2ZWKQ,5,12-Dec-15,TRUE,1,Nokia,Nokia Lumia 925 (RM-893) 4G LTE Windows 8 Smartphone GSM Unlocked,3.2,94,Five Stars Extremely good for Windows. Enjoyable,Verified,Positive
B078WZ86Y9,1,29-Dec-18,TRUE,1,Apple,"Apple iPhone 7, 128GB, Red - For AT&T / T-Mobile (Renewed)",3.3,58,Messed Up It's not the phone in the picture and I didn't realize until it was already being shipped.,Verified,Negative
B07536MYBQ,5,6-Dec-19,TRUE,0,Samsung,Samsung Galaxy Note8 N950U 64GB Unlocked GSM LTE Android Phone w/ Dual 12 Megapixel Camera - Midnight Black,3.9,546,Neat. Great Phone.,Verified,Positive
B01CYYYRNK,4,24-Dec-18,TRUE,0,Samsung,"Samsung Galaxy S7 SM-G930A AT&T Unlocked Smartphone, (Black Onyx)",3.1,394,A good buy for the money and the quality of the phone seems really good too. Wanted to replace my old phone a Samsung 3 which was totally out-of-date. Am pleased with this purchase. Won't know about the battery for a while. Screen quality is good. Photos seem good too.,Verified,Positive
B00836Y6B2,1,10-Oct-13,TRUE,1,Nokia,Nokia Lumia 900 Black Factory Unlocked,3.2,929,"Not unlocked phone - Disappointed with this purchase from BREED I Ordered Nokia Lumia 900 16GB Unlocked GSM Phone with Windows 7.5 OS, AMOLED Touchscreen, 8MP Camera, GPS, Wi-Fi, Bluetooth, FM Radio - Cyan Blue from BREED. But i got this phone with AT&T Carrier. Doesnt seem to be unlocked phone.",Verified,Negative
